class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
ArraysMDE,any_null(a),ConditionKind.RETURN,,ConditionKind.RETURN,,assert java.util.Arrays.contains(null) ? methodResultID == true : methodResultID == false;,assert methodResultID == !java.util.Arrays.stream(args[0]).anyMatch(e -> e == null);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
ArraysMDE,all_null(a),ConditionKind.RETURN,,ConditionKind.RETURN,,assert java.util.Arrays.asList(args[0]).stream().allMatch(e -> e==null)?methodResultID==true : methodResultID==false;,assert methodResultID == !java.util.Arrays.stream(args[0]).allMatch(x -> x == null);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
ArraysMDE,all_null(a),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0].stream().allMatch(e -> e==null) ? methodResultID==true : methodResultID==false;,assert methodResultID == !args[0].isEmpty();,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
FuzzyFloat,ne(d1 d2),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]!=args[1] ? methodResultID==true:methodResultID==false;,assert !methodResultID;,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
FuzzyFloat,lt(d1 d2),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<args[1] ? methodResultID==true:methodResultID==false;,assert methodResultID == args[0] < args[1];,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
FuzzyFloat,lte(d1 d2),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==true:methodResultID==false;,"assert methodResultID == receiverObjectID.lte(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
FuzzyFloat,gt(d1 d2),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]>args[1] ? methodResultID==true:methodResultID==false;,assert methodResultID == args[0] > args[1];,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
FuzzyFloat,gte(d1 d2),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]>args[1] ? methodResultID==true:methodResultID==false;,assert methodResultID == args[0] > args[1];,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
MathMDE,mul(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]*args[1];,"assert methodResultID == receiverObjectID.mul(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mul(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]*args[1];,"assert methodResultID == receiverObjectID.mul(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mul(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]*args[1];,assert methodResultID == args[0] * args[1];,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,div(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]/args[1];,"assert methodResultID == receiverObjectID.div(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,div(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]/args[1];,"assert methodResultID == receiverObjectID.div(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,div(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]/args[1];,"assert methodResultID == receiverObjectID.div(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mod(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]%args[1];,assert methodResultID == args[0] % args[1];,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mod(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]%args[1];,"assert methodResultID == receiverObjectID.mod(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,lshift(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]<<args[1];,assert methodResultID == (args[0] << args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: <
MathMDE,lshift(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]<<args[1];,assert methodResultID == (args[0] << args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: <
MathMDE,rshiftSigned(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]>>args[1];,"assert methodResultID == receiverObjectID.rshiftSigned(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: >
MathMDE,rshiftSigned(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]>>args[1];,"assert methodResultID == receiverObjectID.rshiftSigned(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: >
MathMDE,rshiftUnsigned(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]>>>args[1];,"assert methodResultID == receiverObjectID.rshiftUnsigned(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: >
MathMDE,rshiftUnsigned(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]>>>args[1];,"assert methodResultID == receiverObjectID.rshiftUnsigned(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: >
MathMDE,bitwiseAnd(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]&args[1]);,assert methodResultID == args[0] & args[1];,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,bitwiseAnd(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]&args[1]);,assert methodResultID == (args[0] & args[1]);,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,logicalAnd(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] & args[1]) >= 0;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,logicalAnd(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] & args[1]) >= 0;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,bitwiseXor(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]^args[1]);,assert methodResultID == args[0] ^ args[1];,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,bitwiseXor(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]^args[1]);,"assert methodResultID == receiverObjectID.bitwiseXor(args[0], args[1]);",AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,logicalXor(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] ^ args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,logicalXor(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] ^ args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,bitwiseOr(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]|args[1]);,assert methodResultID == (args[0] | args[1]);,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,bitwiseOr(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==(args[0]|args[1]);,assert methodResultID == (args[0] | args[1]);,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected ), got args[1]"
MathMDE,logicalOr(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] | args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,logicalOr(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert  true ? (methodResultID==0 || methodResultID==1);,assert methodResultID == (args[0] | args[1]) >= 0;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mod_positive(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]%args[1];,assert methodResultID % args[1] >= 0 && methodResultID % args[1] < Math.abs(args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,mod_positive(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID==args[0]%args[1];,assert methodResultID >= 0 && methodResultID < Math.abs(args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MathMDE,missing_numbers(nums),ConditionKind.PARAM,nums,ConditionKind.PARAM,nums,assert args[0]>0;,assert (args[0].length == 0) == false;,AssertionRelation.UNSUPPORTED,Variable 'args[0]' used as both Type.INT and Type.REF
MathMDE,missing_numbers(nums),ConditionKind.PARAM,nums,ConditionKind.PARAM,nums,assert args[0]>0;,assert (args[0].length == 0) == false;,AssertionRelation.UNSUPPORTED,Variable 'args[0]' used as both Type.INT and Type.REF
RegexUtil,asRegex(s),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID.equals(args[0]);,assert methodResultID == receiverObjectID.isRegex(args[0]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
RegexUtil,asRegex(s groups),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID.equals(args[0]);,"assert methodResultID == receiverObjectID.isRegex(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
UtilMDE,intersectionCardinalityAtLeast(a b i),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert receiverObjectID.intersectionCardinality(args[0],args[1])>=args[2] ? methodResultID==true;","assert methodResultID == receiverObjectID.intersectionCardinality(args[0], args[1]) >= args[2];",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
UtilMDE,intersectionCardinalityAtLeast(a b c i),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert receiverObjectID.intersectionCardinality(args[0],args[1],args[2])>=args[3] ? methodResultID==true;","assert methodResultID == receiverObjectID.intersectionCardinality(args[0], args[1], args[2]) >= args[3];",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
UtilMDE,getFromSet(set key),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?(methodResultID==args[1]||methodResultID==null);,assert methodResultID == (args[0] == null ? null : receiverObjectID.contains(args[1]));,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
WeakIdentityHashMap,get(key),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.containsKey(args[0])==false ? methodResultID==null;,assert methodResultID == receiverObjectID.containsKey(args[0]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CollectionUtils,subtract(a b p),ConditionKind.PARAM,a,ConditionKind.PARAM,a,assert (args[0]==null) == false;,assert !args[0].isEmpty();,AssertionRelation.INCOMPARABLE,
CollectionUtils,subtract(a b p),ConditionKind.PARAM,b,ConditionKind.PARAM,b,assert (args[1]==null) == false;,assert !args[1].isEmpty();,AssertionRelation.INCOMPARABLE,
CollectionUtils,selectRejected(inputCollection predicate outputCollection),ConditionKind.PARAM,outputCollection,ConditionKind.PARAM,outputCollection,assert (args[2]==null) == false;,assert (args[2] == null) || (args[0] != null && args[1] != null);,AssertionRelation.INCOMPARABLE,
CollectionUtils,collect(inputCollection transformer outputCollection),ConditionKind.PARAM,outputCollection,ConditionKind.PARAM,outputCollection,assert (args[0]==null) == false && (args[1]==null) == false || (args[2]==null) == false;,assert (args[0] != null && args[1] != null) ? !args[2].isEmpty() : true;,AssertionRelation.INCOMPARABLE,
CollectionUtils,collect(inputIterator transformer outputCollection),ConditionKind.THROWS,NullPointerException,ConditionKind.THROWS,NullPointerException,assert args[2]==null && (args[0]==null) == false && (args[1]==null) == false;,assert args[2] != null || (args[0] == null && args[1] == null);,AssertionRelation.INCOMPARABLE,
CollectionUtils,isFull(coll),ConditionKind.THROWS,NullPointerException,ConditionKind.THROWS,NullPointerException,assert args[0]==null;,"assert !((Collection)args[0]).getClass().getName().equals(""BoundedCollection"");",AssertionRelation.INCOMPARABLE,
FluentIterable,collate(other comparator),ConditionKind.PARAM,other,ConditionKind.PARAM,other,assert (args[0]==null) == false;,assert (args[1] == null) == false;,AssertionRelation.INCOMPARABLE,
PredicateUtils,allPredicate(predicates),ConditionKind.PARAM,predicates,ConditionKind.PARAM,predicates,assert (args[0]==null) == false;,assert !((Collection<?>) receiverObjectID).isEmpty() && !((Collection<?>) receiverObjectID).contains(null);,AssertionRelation.INCOMPARABLE,
AnyPredicate,anyPredicate(predicates),ConditionKind.PARAM,predicates,ConditionKind.PARAM,predicates,assert (args[0]==null) == false;,assert (args[0].length == 0 || args[0].length == 1);,AssertionRelation.INCOMPARABLE,
IntervalsSet,org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet(lower upper tolerance),ConditionKind.PARAM,lower,ConditionKind.PARAM,lower,assert args[0]<=args[1];,assert args[0] >= args[1];,AssertionRelation.INCOMPARABLE,
IntervalsSet,org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet(lower upper),ConditionKind.PARAM,lower,ConditionKind.PARAM,lower,assert args[0]<=args[1];,assert args[0] >= args[1];,AssertionRelation.INCOMPARABLE,
Line,reset(p1 p2),ConditionKind.THROWS,MathIllegalArgumentException,ConditionKind.THROWS,MathIllegalArgumentException,assert (args[0]==null)==false && args[0].equals(args[1]);,assert !args[0].equals(args[1]);,AssertionRelation.INCOMPARABLE,
SummaryStatistics,copy(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert methodResultID.equals(receiverObjectID);,assert methodResultID instanceof receiverObjectID.SummaryStatistics;,AssertionRelation.INCOMPARABLE,
MultiGraph,MultiGraph(id strictChecking autoCreate),ConditionKind.PARAM,autoCreate,ConditionKind.PARAM,autoCreate,assert args[1]==false;,assert (args[2] == null) == false;,AssertionRelation.INCOMPARABLE,
Iterators,get(iterator position),ConditionKind.THROWS,IndexOutOfBoundsException,ConditionKind.THROWS,IndexOutOfBoundsException,assert args[1]<0;,assert position < 0 || receiverObjectID.size() <= position;,AssertionRelation.INCOMPARABLE,
ArraysMDE,toString(obj),ConditionKind.THROWS,IllegalArgumentException,ConditionKind.THROWS,IllegalArgumentException,assert args[0]==null || ! (args[0] instanceof boolean[] || args[0] instanceof double[] || args[0] instanceof int[] || args[0] instanceof long[] || args[0] instanceof Object[]);,assert args[0] == null || !((args[0] instanceof Boolean) || (args[0] instanceof Double) || (args[0] instanceof Integer) || (args[0] instanceof Long) || (args[0] instanceof Object));,AssertionRelation.INCOMPARABLE,
RegexUtil,asRegex(s),ConditionKind.THROWS,Error,ConditionKind.THROWS,Error,assert (plume.RegexUtil.isRegex(args[0])) == false;,assert !receiverObjectID.isRegex(args[0]);,AssertionRelation.INCOMPARABLE,
